Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20140923X00810 | Accident | CEN14CA513 | 09/22/2014 | Grand Forks, ND | United States | 47.952778 | -97.175556 | GFK | GRAND FORKS INTL | Non-Fatal | Substantial | Helicopter | N1675U | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />10/08/2014<br/>Final <br />10/05/2015 | 10/05/2015 | 
20140923X44032 | Accident | WPR14CA385 | 09/21/2014 | Mokuleia, HI | United States | 21.579445 | -158.197222 | PHDH | Dillingham Field | Non-Fatal | Substantial | Helicopter | N8375E | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | APPROACH | Factual <br />11/04/2014<br/>Final <br />10/08/2015 | 10/08/2015 | 
20140923X41257 | Accident | CEN14LA517 | 09/19/2014 | Cahokia, IL | United States | 38.000000 | 90.000000 | CPS | St Louis Downtown | Non-Fatal | Substantial | Helicopter | N115DD | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Factual <br />11/25/2015<br/>Final <br />01/05/2016 | 01/05/2016 | 
20140917X32247 | Accident | CEN14WA498 | 09/16/2014 | Flamborough, United Kingdom | United Kingdom |  |  |  |  | Fatal(2) | Destroyed | Helicopter |  | AGUSTA BELL | 206B | No | 1 | Turbo Shaft |  |  |  |  | 2 |  |  |  |  |  | Foreign |  | 
20140918X52446 | Accident | ERA14WA443 | 09/16/2014 | Amaga, Colombia | Colombia |  |  |  | N/A | Non-Fatal | Substantial | Helicopter |  | ROBINSON | R22 - BETA | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Instructional |  |  |  |  | 2 |  |  | Foreign |  | 
20140918X54351 | Accident | CEN14CA500 | 09/15/2014 | Beaumont, TX | United States | 29.950833 | -94.020556 | BPT | JACK BROOKS RGNL | Non-Fatal | Substantial | Helicopter | N9844N | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Factual <br />05/06/2015<br/>Final <br />05/13/2015 | 05/13/2015 | 
20140916X11037 | Accident | WPR14CA375 | 09/13/2014 | Kahului, Maui, HI | United States | 20.888333 | -156.433611 | OGG | KAHULUI | Non-Fatal | Substantial | Helicopter | N197BH | EUROCOPTER | AS 350 B2 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Flight Test |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />11/20/2014<br/>Final <br />10/08/2015 | 10/08/2015 | 
20140912X72236 | Accident | WPR14LA374 | 09/12/2014 | Tombstone, AZ | United States | 31.701389 | -110.053611 |  | N/A | Non-Fatal | Substantial | Helicopter | N64AW | BELL | 206 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | AIRWEST HELICOPTERS LLC |  |  |  | 2 | VMC |  | Factual <br />03/03/2016<br/>Final <br />04/20/2016 | 04/20/2016 | 
20150212X35858 | Incident | CEN14WA534 | 09/11/2014 | Umea, Sweden | Sweden |  |  |  | Umea Airport | Incident |  | Helicopter |  | AGUSTAWESTLAND | AW139 | No |  |  |  |  |  |  |  |  |  | 4 |  | TAKEOFF | Foreign |  | 
20140912X71805 | Accident | WPR14CA373 | 09/11/2014 | Moab, UT | United States | 38.459722 | -109.635277 |  | N/A | Non-Fatal | Substantial | Helicopter | N142MA | BELL | 407 | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  | 1 |  | VMC | LANDING | Factual <br />11/19/2014<br/>Final <br />10/08/2015 | 10/08/2015 | 
20140908X10448 | Accident | CEN14LA487 | 09/06/2014 | Macedonia, IA | United States | 41.182500 | -95.535555 |  | N/A | Fatal(1) | Substantial | Helicopter | N699TQ | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />08/28/2015<br/>Final <br />09/24/2015 | 09/24/2015 | 
20140910X82654 | Accident | CEN14WA491 | 09/05/2014 | Roeselare, Belgium | Belgium | 50.951944 | 3.104167 |  | N/A | Fatal(2) | Destroyed | Helicopter | N60JD | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Personal |  | 2 |  |  |  |  | TAKEOFF | Foreign |  | 
20140909X94230 | Accident | WPR14TA370 | 09/04/2014 | Lincoln, CA | United States | 38.909167 | -121.351389 | LHM | LINCOLN RGNL/KARL HARDER FIELD | Non-Fatal | Substantial | Helicopter | N217HP | EUROCOPTER | AS 350 B3 | No | 1 | Turbo Shaft | Public Aircraft |  | Public Aircraft - State |  |  |  |  | 2 | VMC | LANDING | Factual <br />08/22/2016<br/>Final <br />11/29/2016 | 11/29/2016 | 
20160405X25208 | Accident | DCA14WA181 | 09/02/2014 | La Mojonera, Mexico | Mexico |  |  |  |  | Fatal(2) | Destroyed | Helicopter |  | AGUSTA | AW109 | No |  |  |  |  |  |  | 2 |  |  |  |  | CRUISE | Foreign |  | 
20140902X80413 | Accident | WPR14CA363 | 09/02/2014 | Willows, CA | United States | 39.524167 | -122.249166 | WLW | WILLOWS-GLENN COUNTY | Non-Fatal | Substantial | Helicopter | N516PJ | HUGHES | 369D | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Business |  |  | 1 |  |  | VMC | CRUISE | Factual <br />10/15/2014<br/>Final <br />10/07/2015 | 10/07/2015 | 
20140828X53001 | Accident | WPR14TA357 | 08/28/2014 | Hemet, CA | United States | 33.734166 | -117.022500 | HMT | Hemet-Ryan Airport | Non-Fatal | Substantial | Helicopter | N991SD | AIRBUS HELICOPTERS | AS 350 B3 | No | 1 | Turbo Shaft | Public Aircraft |  | Public Aircraft - Local |  |  |  | 2 |  | VMC | LANDING | Factual <br />03/07/2016<br/>Final <br />01/31/2017 | 01/31/2017 | 
20140828X32451 | Accident | WPR14LA356 | 08/27/2014 | Gardnerville, NV | United States | 38.319445 | 119.695000 |  | N/A | Non-Fatal | Substantial | Helicopter | N4187W | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 | 1 |  | VMC | TAKEOFF | Factual <br />06/12/2015<br/>Final <br />08/11/2015 | 08/11/2015 | 
20140825X61141 | Accident | ERA14LA405 | 08/25/2014 | Cape May Court House, NJ | United States | 39.080556 | -74.826945 |  | N/A | Non-Fatal | Substantial | Helicopter | N4035A | HILLER | UH 12E | No | 1 | Reciprocating | Public Use |  | Aerial Observation |  |  |  | 1 | 1 | VMC | CLIMB | Factual <br />07/29/2015<br/>Final <br />09/08/2015 | 09/08/2015 | 
20140829X05451 | Accident | WPR14WA359 | 08/25/2014 | Halls Creek, Australia, Australia | Australia |  |  |  |  | Fatal(1) | Destroyed | Helicopter |  | ROBINSON HELICOPTER CO | R22 BETA | No |  |  |  |  |  |  | 1 |  |  |  |  |  | Foreign |  | 
20140824X24322 | Accident | WPR14LA353 | 08/24/2014 | Pahrump, NV | United States | 36.218056 | -116.175278 |  | N/A | Non-Fatal | Substantial | Helicopter | N4246Z | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Factual <br />08/24/2016<br/>Final <br />11/29/2016 | 11/29/2016 | 
20140824X90735 | Accident | WPR14CA354 | 08/24/2014 | Long Beach, CA | United States | 33.817778 | -118.151667 | LGB | LONG BEACH /DAUGHERTY FIELD/ | Non-Fatal | Substantial | Helicopter | N341SL | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />11/19/2014<br/>Final <br />10/08/2015 | 10/08/2015 | 
20140819X50947 | Accident | ERA14FA396 | 08/19/2014 | Northport, AL | United States | 33.451111 | -87.387500 |  | N/A | Fatal(2) | Substantial | Helicopter | N444RS | MCDONNELL DOUGLAS HELICOPTER | 369E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  | 2 |  |  |  | VMC | MANEUVERING | Factual <br />09/13/2016<br/>Final <br />09/22/2016 | 09/22/2016 | 
20140919X03802 | Incident | ENG14RA025 | 08/18/2014 | Camp Fenelon, Canada | Canada |  |  |  |  | Incident |  | Helicopter |  | AEROSPATIALE | AS 350 B-2 | No |  | Turbo Shaft |  |  |  |  |  |  |  |  |  |  | Foreign |  | 
20141014X25122 | Incident | CEN14WA530 | 08/18/2014 | Ringaskiddy, Ireland, Ireland | Ireland |  |  |  |  | Incident | Minor | Helicopter |  | ROBINSON HELICOPTER COMPANY | ROBINSON R44 II | No | 1 | Reciprocating |  |  |  |  |  |  |  | 1 |  |  | Foreign |  | 
20140821X05028 | Accident | CEN14CA444 | 08/18/2014 | Saint Peter, MN | United States | 44.152778 | -93.534722 |  | N/A | Non-Fatal | Substantial | Helicopter | N369GN | HUGHES | 369HS | No |  | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/01/2014<br/>Final <br />02/11/2015 | 02/11/2015 | 
20140829X55601 | Accident | ERA14CA413 | 08/17/2014 | Hayesville, NC | United States | 35.041111 | 83.817223 |  | N/A | Non-Fatal | Substantial | Helicopter | N752EC | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual <br />12/22/2014<br/>Final <br />01/12/2015 | 01/12/2015 | 
20140813X51839 | Accident | CEN14CA426 | 08/13/2014 | Lancaster, WI | United States | 42.762500 | -90.659722 | 73C | LANCASTER MUNI | Non-Fatal | Substantial | Helicopter | N8343P | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/01/2014<br/>Final <br />10/05/2015 | 10/05/2015 | 
20140812X50722 | Accident | CEN14LA423 | 08/12/2014 | MANSFIELD, IL | United States | 40.202500 | -88.511389 |  | N/A | Fatal(1) | Substantial | Helicopter | N7089J | BELL | 47G 5 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />05/11/2016<br/>Final <br />11/29/2016 | 11/29/2016 | 
20140811X33946 | Accident | WPR14LA341 | 08/11/2014 | Idaho Falls, ID | United States | 43.461667 | -112.015000 |  | N/A | Non-Fatal | Substantial | Helicopter | N18GH | MCDONNELL DOUGLAS HELICOPTER | 500N | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAKEOFF | Factual <br />06/09/2015<br/>Final <br />07/13/2015 | 07/13/2015 | 
20140811X32733 | Accident | WPR14LA340 | 08/11/2014 | Darrington, WA | United States | 48.270834 | -121.208889 |  | N/A | Non-Fatal | Substantial | Helicopter | N7432F | HUGHES | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | DESCENT | Factual <br />10/05/2017<br/>Final <br />10/23/2017 | 10/23/2017 | 
20140810X32933 | Accident | CEN14LA415 | 08/10/2014 | Jeanerette, LA | United States | 29.912222 | -91.668889 |  | N/A | Fatal(1) | Destroyed | Helicopter | N4690 | BELL | 47G 2 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />04/11/2016<br/>Final <br />06/01/2016 | 06/01/2016 | 
20140807X92309 | Accident | CEN14LA412 | 08/07/2014 | Tomah, WI | United States | 43.961944 | 90.580000 |  | N/A | Non-Fatal | Substantial | Helicopter | N213BL | ENSTROM | F 28F | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />11/12/2014<br/>Final <br />01/14/2015 | 01/14/2015 | 
20140802X50827 | Accident | CEN14LA401 | 08/01/2014 | Oshkosh, WI | United States | 44.024167 | -88.561111 | KOSH | Wittman Regional Airport | Non-Fatal | Substantial | Helicopter | CF-HEZ | MOSQUITO | XE | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />09/02/2014<br/>Final <br />01/14/2015 | 01/14/2015 | 
20140804X02020 | Accident | WPR14CA325 | 08/01/2014 | Honolulu, HI | United States | 21.283334 | 157.916667 | HNL | Honolulu International | Non-Fatal | Substantial | Helicopter | N110JC | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAXI | Factual <br />11/07/2014<br/>Final <br />10/07/2015 | 10/07/2015 | 
20140801X02351 | Accident | WPR14FA324 | 08/01/2014 | Tahoma, CA | United States | 39.004722 | -120.255556 | NONE | Lakeshore | Non-Fatal | Substantial | Helicopter | N3597T | S.N.I.A.S. | AS350B | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | HELI-FLITE INC (DBA: ARIS HELICOPTERS LTD) |  | 2 |  | 2 | VMC | TAKEOFF | Factual <br />06/29/2016<br/>Final <br />08/10/2016 | 08/10/2016 | 
20140804X11431 | Accident | CEN14CA403 | 07/31/2014 | Allen, NE | United States | 42.415833 | -96.841389 |  | N/A | Non-Fatal | Substantial | Helicopter | N7194H | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />10/01/2014<br/>Final <br />10/05/2015 | 10/05/2015 | 
20140828X71341 | Accident | CEN14LA465 | 07/30/2014 | Spring, TX | United States | 30.061944 | -95.552778 | DWH | David Wayne Hooks Airport | Non-Fatal | Substantial | Helicopter | N866H | BELL | 206B | No | 1 | Turbo Shaft | Public Aircraft |  | Public Aircraft - Local |  |  |  |  | 1 | VMC | STANDING | Factual <br />10/02/2014<br/>Final <br />01/31/2017 | 01/31/2017 | 
20140731X55530 | Accident | CEN14LA398 | 07/29/2014 | West Liberty, OH | United States | 40.301944 | -83.768889 |  | N/A | Non-Fatal | Substantial | Helicopter | N89ZC | HUGHES | 369D | No |  |  | Part 133: Rotorcraft Ext. Load |  | External Load |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />07/18/2016<br/>Final <br />09/14/2016 | 09/14/2016 | 
20140728X11738 | Accident | CEN14LA390 | 07/26/2014 | Bennet, NE | United States | 40.440000 | 96.320000 |  | N/A | Non-Fatal | Substantial | Helicopter | N240SJ | BELL | 206B | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />03/26/2015<br/>Final <br />04/27/2015 | 04/27/2015 | 
20140726X03559 | Accident | ERA14LA361 | 07/26/2014 | Wadesboro, NC | United States | 34.826389 | -80.241389 |  | N/A | Non-Fatal | Substantial | Helicopter | N107HA | HILLER | UH 12E | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />06/22/2017<br/>Final <br />08/28/2017 | 08/28/2017 | 
20140728X34331 | Accident | CEN14CA391 | 07/25/2014 | Osage, MN | United States | 46.987222 | -95.336389 |  | N/A | Non-Fatal | Substantial | Helicopter | N161SH | CONTINENTAL COPTERS INC. | TOMCAT MK5A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Factual <br />08/20/2014<br/>Final <br />09/25/2015 | 09/25/2015 | 
20140726X45400 | Accident | WPR14LA313A | 07/25/2014 | Boulder City, NV | United States | 35.947500 | -114.855000 | BVU | Boulder City | Non-Fatal | Substantial | Helicopter | N154GC | EUROCOPTER | EC 130 B4 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | PAPILLON AIRWAYS INC (DBA: Grand Canyon Helicopters) |  |  |  | 9 | VMC | LANDING | Factual <br />07/06/2016<br/>Final <br />01/17/2017 | 01/17/2017 | 
20140723X81618 | Accident | WPR14FA310 | 07/23/2014 | Wenatchee, WA | United States | 47.622778 | -120.423889 |  | N/A | Fatal(1) | Substantial | Helicopter | N949FM | BELL | 206A | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Application |  | 1 |  |  |  | VMC | LANDING | Factual <br />08/16/2016<br/>Final <br />08/31/2016 | 08/31/2016 | 
20140724X61734 | Accident | ERA14WA356 | 07/23/2014 | Ivashka Township, Russia | Russia |  |  |  | N/A | Fatal(2) | Substantial | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 2 |  |  |  |  |  | Foreign | 07/29/2014 | 
20140722X53457 | Accident | WPR14LA308 | 07/22/2014 | Oso, WA | United States | 48.233334 | -121.916667 |  | N/A | Non-Fatal | Substantial | Helicopter | N5225C | MDHI | 369D | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />03/01/2016<br/>Final <br />04/20/2016 | 04/20/2016 | 
20140722X52311 | Accident | ERA14CA348 | 07/21/2014 | Titusville, FL | United States | 28.551111 | -80.900833 |  | N/A | Non-Fatal | Substantial | Helicopter | N1830D | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | LANDING | Factual <br />08/27/2014<br/>Final <br />09/25/2015 | 09/25/2015 | 
20140729X65655 | Accident | WPR14CA319 | 07/19/2014 | Salinas, CA | United States | 36.360000 | -121.310000 |  | N/A | Non-Fatal | Substantial | Helicopter | N291SH | BELL | 206B | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />09/10/2014<br/>Final <br />09/25/2015 | 09/25/2015 | 
20140718X32909 | Accident | WPR14CA296 | 07/18/2014 | Merced, CA | United States | 37.295277 | -120.532223 |  | N/A | Non-Fatal | Substantial | Helicopter | N47DT | BELL | 47G 2A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />09/08/2014<br/>Final <br />09/24/2014 | 09/24/2014 | 
20140717X70001 | Accident | CEN14FA369 | 07/17/2014 | Newkirk, NM | United States | 35.113611 | -104.256389 |  | N/A | Fatal(3) | Destroyed | Helicopter | N507CF | AGUSTA SPA | A109E | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  | 3 |  |  |  | UNK |  | Factual <br />06/21/2016<br/>Final <br />06/27/2016 | 06/27/2016 | 
20140716X61901 | Accident | CEN14CA367 | 07/15/2014 | Grand Praire, TX | United States | 32.700000 | -97.048055 | KGPM | Grand Prairie Manicipal | Non-Fatal | Substantial | Helicopter | N350GP | AMERICAN EUROCOPTER CORP | AS350B3 | No |  | Turbo Shaft | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />09/02/2014<br/>Final <br />09/25/2015 | 09/25/2015 | 
20140729X90047 | Accident | CEN14WA394 | 07/14/2014 | Kungsangen, Sweden | Sweden | 59.457778 | 17.739722 |  |  | Non-Fatal | Substantial | Helicopter |  | MD HELICOPTER | 600N | No |  |  |  |  |  |  |  |  |  | 1 | VMC |  | Foreign | 08/05/2014 | 
20140713X41116 | Accident | WPR14CA290 | 07/11/2014 | Kingston, WA | United States | 47.824723 | -122.499722 | WA61 | THOMPSON AIRPORT | Non-Fatal | Substantial | Helicopter | N88771 | BELL | 47K | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 | 2 | VMC | LANDING | Factual <br />10/14/2014<br/>Final <br />10/06/2015 | 10/06/2015 | 
20140714X22340 | Accident | CEN14CA360 | 07/11/2014 | Englewood, CO | United States | 39.000000 | 104.000000 | KAPA | Centennial | Non-Fatal | Substantial | Helicopter | N69MP | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | MANEUVERING | Factual <br />09/02/2014<br/>Final <br />09/25/2015 | 09/25/2015 | 
20141117X30732 | Accident | ERA15WA054 | 07/05/2014 | Novosheshminsk, Tatarstan, Russia | Russia | 55.073334 | 51.245555 |  | N/A | Non-Fatal | Destroyed | Helicopter |  | ROBINSON | R44 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  |  | 1 |  |  |  |  | Foreign |  | 
20140704X25308 | Accident | WPR14GA281 | 07/03/2014 | Fallon, NV | United States | 39.374445 | -117.780278 |  | N/A | Non-Fatal | Substantial | Helicopter | N832PA | AMERICAN EUROCOPTER CORP | AS350B3 | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | Public Aircraft |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />08/01/2016<br/>Final <br />09/12/2016 | 09/12/2016 | 
20140703X81942 | Accident | WPR14CA280 | 07/03/2014 | Gaston, OR | United States | 45.606389 | -122.892777 |  | N/A | Non-Fatal | Substantial | Helicopter | N684PC | BELL | 47G | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />09/24/2014<br/>Final <br />10/06/2015 | 10/06/2015 | 
20140703X85332 | Accident | CEN14CA338 | 07/02/2014 | Olathe, KS | United States | 38.853889 | -94.735277 | OJC | JOHNSON COUNTY EXECUTIVE | Non-Fatal | Substantial | Helicopter | N225TV | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 2 | VMC |  | Factual <br />04/21/2015<br/>Final <br />05/13/2015 | 05/13/2015 | 
20140629X13627 | Accident | WPR14LA272 | 06/29/2014 | Dietrich, ID | United States | 42.900000 | -114.250000 |  | N/A | Non-Fatal | Substantial | Helicopter | N350CR | AEROSPATIALE | AS350B2 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | REEDER FLYING SERVICE INC |  | 3 |  |  | VMC |  | Factual <br />07/11/2016<br/>Final <br />07/25/2016 | 07/25/2016 | 
20140630X02437 | Accident | ERA14RA318 | 06/28/2014 | Krasnodar Krai, Russia | Russia | 45.596389 | 39.715833 |  | N/A | Fatal(4) | Substantial | Helicopter |  | ROBINSON | R66 | No | 1 | Turbo Shaft | Non-U.S., Non-Commercial |  | Personal |  | 4 |  |  |  | UNK |  | Foreign | 07/14/2014 | 
